Gender, family members,guidance related to field,avaling scholarship,I opted for this program of study because of my own interest.,SGPA in BS First semester,SGPA in BS Second semester,SGPA in BS Third semester,SGPA in BS Fourth semester,SGPA in BS Fifth semester,CGPA in BS Fifth semester, lecture language,lecture mode,sitting place,lecture duration,number of students,lecture material,attendance,TVFs often reschedule classes that negatively impacts my performance.,TVFs are very difficult to access after class timings and hence I am unable to clarify my concepts.,TVFs do not provide assessment results timely so I remain unaware of my standing in class.,TVFs are not aware of the university's curriculum and other requirements.,TVFs grade students according to their own beliefs and criteria and hence my GPA suffers.,TVFs are not very well prepared for the lectures due to their busy schedule.,TVFs have short-term relations with students and hence do not show sincere behavior to polish my academic skills. ,residence place,An ample amount of time is consumed on daily commuting and all energy is drained during travelling.,"Due to class/ lab cancellation or roads blockage, lots of time get wasted due to fixed official transport timings.",Hostelite can be more focused towards their studies whereas a day scholar may have a lot of distractions due to family issues.,"Hostelites have more opportunities to engage with their peers and participate in social events, that improve their performance.","Hostelites have better access to campus resources like libraries, instructors, labs and also get benefit of group study. ",Hostelites have a big social circle and connections with seniors who can guide them in studies and in other academic and administrative issues.,Un-announced quizzes are quite stressful and cause unnecessary anxiety and pressure on students.,Un-announced quizzes are a form of torture and have negative impact on learning environment.,I am not usually prepared for surprise quizzes and hence these are not true measures of my knowledge and understandings.,Un-announced quizzes are a waste of time and energy and are not effective and productive in the long term.,I cannot miss a single class despite my health or any other emergency situations due to unannounced quizzes as it badly effects my grade.,"I usually do not perform very well in surprise quizzes, hence lose my interest in the subject.","Due to overall academic workload, it is not possible to study/ practice each subject on daily basis, to prepare myself for unannounced quizzes.",Class Representative (CR) is favored more than any ordinary student as he/ she is in more contact with teachers.,"If a student is more active in class, then it is more likely that the teacher would be lenient during his/ her exam checking. ","Some teachers show more kindness towards female students, and it is clearly reflected in their grades. ",Preferential treatment with selective students creates a negative classroom environment and affects the learning experience. ,Discrimination distracts me from focusing on the course and I lose interest in attending the classes. ,"Discrimination negatively effects my mental condition, confidence, and overall engagement in the classroom. ",A proper classroom environment and discipline is not possible to maintain in online environment.,"Due to lack of technical expertise, senior instructors struggle a lot in online lectures, and I lose my interest.",It is difficult to convey complex concepts in online mode and hence quality of education suffers.,"It becomes a hobby to watch recorded lectures later on, so I try to cover a lot of content in a short time that becomes difficult to absorb.",I am easily distracted by social media and other sources of interruptions during online lectures.,"It reduces social interaction that results in a feeling of isolation, and I lose interest in studies.","It is easier for students to cheat in online exams, leading to academic dishonesty and hence I lose my motivation.",Lack of technical resources create disruptions during lectures and make it difficult to understand. ,I prefer to revise the lectures daily or before the next class of the same subject.,I frequently make use of You tube or Chat GPT for understanding of different concepts.,I enjoy and perform well in non-technical (Humanities/ Management/ Social Science) courses.,I am usually well prepared for exams but unable to attempt properly due to exam stress.,Instructors often miss lectures and arrange makeup classes that further increases my burden.,My classes schedule is usually very tight that hinders the process of learning.,I often come across health issues that effect my academic performance.,My preferable mode of study is:,My preferable time of study is:,Lowest Parent Income,Maximum Parent Income,Lowest Mobile Usage,Maximum Mobile Usage,Matric Percentage,Inter Percentage
Female,6,NO,NO,Neutral,1.46,2.45,3.33,3.91,3.57,2.94,both,both,front,1 hour,none,Notes,Neutral,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Day scholar,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Strongly agree,Neutral,Agree,Disagree,Agree,Neutral,Strongly agree,Neutral,Agree,Agree,Disagree,Agree,Neutral,Disagree,Strongly agree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Group study,Day time,300000,1000000,3 hours,4  hours,88.15,91.71
Female,6,NO,NO,Agree,3.7,3.21,2.91,2.02,2.29,2.83,both,both,middle,1 hour,40,Notes,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Hostelite,Neutral,Agree,Agree,Agree,Neutral,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Independent study,Day time,300000,1000000,8 hours,10 hours,72.85,73.32
Male,2,NO,NO,Agree,2.48,3.06,3.33,2.72,3.68,3.05,both,both,none,1.5 hour,none,Notes,Strongly agree,Disagree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Day scholar,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly disagree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Group study,Day time,300000,1000000,1 hours,2  hours,80.75,77.04
Female,6,YES,NO,Neutral,1.0,2.02,3.2,2.64,2.13,2.2,both,Power point,front,1 hour,none,Notes,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Hostelite,Strongly Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Group study,Late night,300000,1000000,8 hours,10 hours,77.6,91.15
Male,5,NO,NO,Strongly Agree,1.55,3.61,2.8,2.02,2.51,2.5,both,both,front,1 hour,30,No Notes,Disagree,Agree,Strongly agree,Disagree,Neutral,Agree,Disagree,Disagree,Day scholar,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Agree,Disagree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Agree,Independent study,Late night,300000,1000000,7 hours,8  hours,84.45,91.0
Male,6,YES,NO,Neutral,3.0,3.75,3.01,3.59,3.6,3.39,both,both,none,1 hour,none,Notes,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Day scholar,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Strongly agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Strongly disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Neutral,Strongly Agree,Neutral,Neutral,Agree,Neutral,Agree,Independent study,Late night,300000,1000000,5 hours,6  hours,76.13,73.34
Male,6,NO,NO,Agree,2.5,2.46,3.07,2.36,3.92,2.86,Urdu,both,none,1 hour,30,No Notes,Strongly disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Day scholar,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Disagree,Neutral,Agree,Disagree,Group study,Late night,300000,1000000,5 hours,6  hours,88.81,78.9
Male,6,NO,NO,Strongly Agree,3.71,3.32,3.66,2.28,2.59,3.11,both,both,none,1 hour,none,Notes,Neutral,Neutral,Neutral,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Hostelite,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly disagree,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Agree,Strongly agree,Disagree,Disagree,Agree,Neutral,Neutral,Strongly disagree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly disagree,Agree,Neutral,Neutral,Independent study,Late night,300000,1000000,3 hours,4  hours,70.99,71.81
Male,5,YES,YES,Strongly Agree,1.55,2.27,2.77,2.04,2.16,2.16,both,both,none,1 hour,30,No Notes,Strongly agree,Agree,Neutral,Disagree,Strongly agree,Disagree,Agree,Disagree,Day scholar,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly agree,Agree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly Agree,Strongly disagree,Agree,Agree,Neutral,Strongly Agree,Independent study,Late night,300000,1000000,5 hours,6  hours,89.64,79.26
Male,5,YES,NO,Agree,1.47,3.1,3.05,2.19,3.9,2.74,Urdu,Power point,front,1 hour,40,Notes,Agree,Neutral,Neutral,Agree,Strongly agree,Agree,Agree,Neutral,Hostelite,Neutral,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Independent study,Late night,300000,1000000,3 hours,4  hours,87.2,91.34
Male,5,YES,NO,Neutral,2.4,2.48,2.81,3.84,3.85,3.08,both,both,none,1 hour,30,No Notes,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Agree,Neutral,Strongly agree,Day scholar,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Neutral,Group study,Late night,300000,1000000,7 hours,8  hours,88.39,81.89
Male,6,YES,NO,Strongly Agree,3.52,2.7,2.62,2.55,2.08,2.69,both,both,front,1 hour,none,Notes,Strongly agree,Disagree,Agree,Agree,Agree,Agree,Neutral,Disagree,Hostelite,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Neutral,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Independent study,Late night,300000,1000000,7 hours,8  hours,76.47,85.39
Male,4,NO,NO,Strongly Agree,1.01,2.85,3.22,3.18,2.59,2.57,both,none,front,none,30,Notes,Agree,Neutral,Agree,Neutral,Strongly agree,Agree,Disagree,Neutral,Day scholar,Disagree,Neutral,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Strongly agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly disagree,Neutral,Neutral,Disagree,Disagree,Group study,Late night,300000,1000000,1 hours,2  hours,89.69,74.49
Male,5,NO,NO,Neutral,2.66,3.12,3.66,2.1,2.62,2.83,both,both,front,none,none,Concepts,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Day scholar,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly disagree,Strongly disagree,Strongly Agree,Group study,Day time,300000,1000000,1 hours,2  hours,78.87,93.06
Female,4,NO,NO,Strongly Agree,2.65,3.63,3.88,2.34,2.78,3.06,both,both,front,1 hour,30,Concepts,Strongly disagree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Hostelite,Neutral,Strongly disagree,Neutral,Strongly Agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Strongly Agree,Agree,Disagree,Neutral,Group study,Late night,300000,1000000,3 hours,4  hours,80.4,93.89
Male,6,NO,NO,Strongly Agree,2.07,3.68,2.52,2.19,2.0,2.49,both,both,front,1 hour,30,Concepts,Strongly disagree,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Hostelite,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Disagree,Neutral,Group study,Late night,300000,1000000,8 hours,10 hours,92.92,70.54
Male,7,NO,NO,Strongly disagree,1.43,2.34,3.04,2.76,2.29,2.37,both,both,front,1 hour,30,Concepts,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Day scholar,Agree,Agree,Strongly disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Independent study,Late night,300000,1000000,1 hours,2  hours,92.78,70.45
Male,7,YES,NO,Strongly disagree,2.62,2.15,3.47,3.89,3.79,3.18,both,none,middle,none,30,Concepts,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Hostelite,Strongly disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly Agree,Neutral,Agree,Neutral,Agree,Agree,Group study,Late night,300000,1000000,3 hours,4  hours,74.14,79.28
Female,7,YES,YES,Agree,1.01,3.8,3.17,2.27,2.99,2.65,both,none,none,1 hour,none,Notes,Neutral,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Disagree,Day scholar,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Independent study,Late night,300000,1000000,3 hours,4  hours,84.36,70.82
Male,5,YES,YES,Agree,3.77,2.26,3.05,2.41,3.84,3.07,both,both,none,1 hour,30,Concepts,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Day scholar,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Strongly disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Independent study,Late night,300000,1000000,3 hours,4  hours,75.5,84.89
Male,5,YES,NO,Neutral,3.59,3.48,3.25,2.81,3.76,3.38,both,both,none,1 hour,50,No Notes,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Hostelite,Agree,Neutral,Strongly disagree,Disagree,Agree,Neutral,Strongly agree,Agree,Agree,Neutral,Neutral,Agree,Strongly agree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Agree,Neutral,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Independent study,Day time,300000,1000000,3 hours,4  hours,87.84,70.86
Female,6,YES,NO,Strongly Agree,3.45,3.65,3.21,2.61,2.45,3.07,both,both,none,none,none,Notes,Strongly agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Day scholar,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Neutral,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Independent study,Day time,300000,1000000,3 hours,4  hours,82.3,91.35
Male,7,NO,YES,Disagree,2.07,3.46,3.55,4.0,3.06,3.23,Urdu,Whiteboard,front,1 hour,30,Concepts,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Day scholar,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Independent study,Late night,300000,1000000,8 hours,10 hours,88.36,74.75
Male,6,YES,NO,Neutral,1.01,2.6,3.16,2.99,3.16,2.58,both,both,none,1 hour,30,Notes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Hostelite,Agree,Agree,Agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Group study,Late night,300000,1000000,5 hours,6  hours,81.69,74.32
Male,5,NO,NO,Neutral,3.06,3.67,3.37,3.11,2.78,3.2,both,Whiteboard,none,1 hour,40,Notes,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Hostelite,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Independent study,Day time,300000,1000000,1 hours,2  hours,79.22,73.26
Female,4,YES,NO,Agree,2.73,3.3,3.43,2.63,3.48,3.11,both,both,none,1 hour,50,Concepts,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Day scholar,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Neutral,Agree,Disagree,Neutral,Disagree,Agree,Disagree,Disagree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Independent study,Day time,300000,1000000,3 hours,4  hours,72.64,77.89
Male,6,NO,NO,Strongly Agree,1.43,3.55,3.14,3.56,2.99,2.93,English,both,middle,1 hour,30,No Notes,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Day scholar,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Group study,Late night,300000,1000000,7 hours,8  hours,85.14,86.45
Male,7,NO,YES,Neutral,3.39,3.39,3.31,3.48,3.92,3.5,both,none,front,none,none,Notes,Neutral,Disagree,Disagree,Neutral,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Day scholar,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly disagree,Strongly Agree,Group study,Day time,300000,1000000,8 hours,10 hours,74.59,73.31
Male,5,YES,NO,Agree,3.73,2.5,3.7,2.63,2.48,3.01,both,both,none,1 hour,none,Concepts,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Hostelite,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Independent study,Day time,300000,1000000,3 hours,4  hours,81.37,89.9
Male,7,YES,NO,Strongly Agree,1.4,2.25,2.68,3.86,2.62,2.56,both,both,none,1 hour,none,Notes,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Hostelite,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Agree,Disagree,Agree,Strongly disagree,Strongly Agree,Disagree,Agree,Agree,Disagree,Agree,Group study,Late night,300000,1000000,3 hours,4  hours,88.55,87.58
Male,6,NO,NO,Agree,1.67,3.21,3.24,3.78,3.24,3.03,both,none,front,1 hour,none,Concepts,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Day scholar,Disagree,Neutral,Agree,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Agree,Strongly disagree,Disagree,Agree,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Group study,Late night,300000,1000000,3 hours,4  hours,75.4,81.29
Male,6,NO,YES,Strongly Agree,1.34,3.57,3.07,3.97,2.49,2.89,Urdu,both,middle,1 hour,none,Concepts,Agree,Agree,Neutral,Neutral,Strongly agree,Agree,Disagree,Disagree,Hostelite,Neutral,Neutral,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Disagree,Agree,Neutral,Agree,Neutral,Neutral,Strongly agree,Agree,Agree,Agree,Strongly agree,Neutral,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Independent study,Late night,300000,1000000,3 hours,4  hours,87.28,93.42
Male,4,NO,NO,Agree,3.09,3.84,3.97,2.79,3.3,3.4,both,both,none,1 hour,none,Notes,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Day scholar,Neutral,Neutral,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree,Strongly disagree,Disagree,Group study,Day time,300000,1000000,3 hours,4  hours,71.81,88.83
Female,6,NO,NO,Strongly Agree,1.64,2.83,3.47,3.43,2.19,2.71,both,both,front,1 hour,40,Notes,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Day scholar,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Independent study,Late night,300000,1000000,5 hours,6  hours,85.55,84.52
Male,5,NO,YES,Strongly Agree,2.42,2.19,3.98,2.99,3.71,3.06,both,both,front,none,none,No Notes,Strongly agree,Strongly agree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Day scholar,Neutral,Strongly Agree,Agree,Disagree,Disagree,Neutral,Agree,Agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Neutral,Agree,Neutral,Disagree,Disagree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Group study,Late night,300000,1000000,3 hours,4  hours,88.33,83.22
Male,6,YES,YES,Neutral,2.46,2.14,3.87,2.58,2.38,2.69,both,both,back,1.5 hour,none,Concepts,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Day scholar,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Group study,Late night,300000,1000000,7 hours,8  hours,86.35,87.92
